VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RatecodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,trip_id
2,2016-03-10 07:15:57,2016-03-10 07:17:47,1,0.36,-73.95681762695312,40.80247497558594,1,N,-73.96137237548828,40.801956176757805,1,3.5,0.0,0.5,0.0,0.0,0.3,4.3,1511
2,2016-03-10 07:15:58,2016-03-10 07:29:38,1,1.35,-73.99561309814453,40.763919830322266,1,N,-73.97799682617188,40.75376892089844,1,10.0,0.0,0.5,1.7,0.0,0.3,12.5,1512
2,2016-03-10 07:15:58,2016-03-10 07:17:57,1,0.8,-73.9631576538086,40.774864196777344,1,N,-73.95556640625,40.77973556518555,2,4.5,0.0,0.5,0.0,0.0,0.3,5.3,1513
2,2016-03-10 07:15:59,2016-03-10 07:32:30,4,3.47,-74.00013732910156,40.72868347167969,1,N,-73.98693084716798,40.76676177978516,1,14.0,0.0,0.5,2.96,0.0,0.3,17.76,1514
2,2016-03-10 07:15:59,2016-03-10 07:26:25,1,1.63,-73.9476318359375,40.77280044555664,1,N,-73.96479034423827,40.75987243652344,1,8.5,0.0,0.5,1.86,0.0,0.3,11.16,1515
2,2016-03-10 07:15:59,2016-03-10 07:24:15,1,1.22,-73.98558044433594,40.75217056274414,1,N,-73.98297882080078,40.76200866699219,1,7.0,0.0,0.5,1.56,0.0,0.3,9.36,1516
2,2016-03-10 07:15:59,2016-03-10 07:18:44,1,0.5,-73.97613525390625,40.75655746459961,1,N,-73.9814453125,40.76094436645508,1,4.0,0.0,0.5,1.2,0.0,0.3,6.0,1517
2,2016-03-10 07:15:59,2016-03-10 07:26:52,1,1.7,-73.9724884033203,40.7558822631836,1,N,-73.99403381347656,40.7500114440918,1,9.0,0.0,0.5,2.45,0.0,0.3,12.25,1518
2,2016-03-10 07:16:00,2016-03-10 07:23:53,1,1.78,-74.00003051757811,40.76113128662109,1,N,-73.98207092285155,40.74594879150391,1,8.0,0.0,0.5,1.76,0.0,0.3,10.56,1519
2,2016-03-10 07:16:00,2016-03-10 07:22:04,5,0.54,-73.94669342041014,40.776660919189446,1,N,-73.95545196533203,40.779399871826165,2,5.5,0.0,0.5,0.0,0.0,0.3,6.3,1520
2,2016-03-10 07:16:01,2016-03-10 08:14:02,1,13.38,-73.78959655761719,40.646629333496094,1,N,-73.96694946289062,40.694011688232415,1,47.5,0.0,0.5,12.08,0.0,0.3,60.38,1521
2,2016-03-10 07:16:01,2016-03-10 07:27:27,1,2.84,-73.99239349365233,40.728790283203125,1,N,-73.97498321533203,40.76350021362305,1,11.5,0.0,0.5,2.46,0.0,0.3,14.76,1522
2,2016-03-10 07:16:02,2016-03-10 07:21:27,1,1.46,-73.99359130859375,40.75870895385742,1,N,-73.97454071044923,40.76472091674805,2,6.5,0.0,0.5,0.0,0.0,0.3,7.3,1523
2,2016-03-10 07:16:03,2016-03-10 07:20:38,1,1.32,-74.00679779052734,40.73043823242188,1,N,-74.00531005859375,40.716835021972656,1,6.0,0.0,0.5,1.5,0.0,0.3,8.3,1524
2,2016-03-10 07:16:03,2016-03-10 07:31:46,4,4.72,-73.9755859375,40.78931427001953,1,N,-73.99077606201173,40.74210357666016,1,16.0,0.0,0.5,3.36,0.0,0.3,20.16,1525
2,2016-03-10 07:16:04,2016-03-10 07:21:12,1,0.94,-73.9761962890625,40.74850082397461,1,N,-73.98619842529298,40.74178695678711,2,5.5,0.0,0.5,0.0,0.0,0.3,6.3,1526
2,2016-03-10 07:16:06,2016-03-10 07:20:29,3,0.87,-73.99407958984375,40.7513084411621,1,N,-73.9816665649414,40.75046920776367,1,5.0,0.0,0.5,1.16,0.0,0.3,6.96,1527
2,2016-03-10 07:16:06,2016-03-10 07:19:34,1,0.52,-73.94915008544923,40.78152084350586,1,N,-73.95703125,40.780181884765625,2,4.5,0.0,0.5,0.0,0.0,0.3,5.3,1528
2,2016-03-10 07:16:06,2016-03-10 07:23:18,2,1.73,-73.96414184570312,40.76495361328125,1,N,-73.95015716552734,40.786415100097656,1,7.5,0.0,0.5,1.66,0.0,0.3,9.96,1529
2,2016-03-10 07:16:08,2016-03-10 07:25:29,2,1.74,-73.96067047119139,40.76728057861328,1,N,-73.95433807373048,40.78705978393555,2,8.5,0.0,0.5,0.0,0.0,0.3,9.3,1530
2,2016-03-10 07:16:09,2016-03-10 07:24:16,1,1.51,-73.98206329345702,40.77518081665039,1,N,-73.96819305419923,40.76259613037109,2,8.0,0.0,0.5,0.0,0.0,0.3,8.8,1531
2,2016-03-10 07:16:09,2016-03-10 07:24:48,5,0.93,-74.0014419555664,40.715118408203125,1,N,-74.00652313232422,40.705711364746094,1,7.5,0.0,0.5,2.49,0.0,0.3,10.79,1532
2,2016-03-10 07:16:10,2016-03-10 07:18:26,1,0.59,-74.0166473388672,40.709522247314446,1,N,-74.01600646972656,40.70479202270508,2,4.0,0.0,0.5,0.0,0.0,0.3,4.8,1533
2,2016-03-10 07:16:11,2016-03-10 08:12:11,5,16.81,-73.77913665771484,40.64670181274414,2,N,-73.97650909423827,40.751777648925774,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01,1534
2,2016-03-10 07:16:12,2016-03-10 07:26:11,1,2.43,-74.01579284667967,40.710933685302734,1,N,-74.00739288330078,40.740970611572266,1,10.5,0.0,0.5,3.39,0.0,0.3,14.69,1535
2,2016-03-10 07:16:12,2016-03-10 07:28:06,1,1.9,-74.00414276123048,40.74441146850586,1,N,-73.98226928710938,40.748889923095696,1,10.0,0.0,0.5,2.0,0.0,0.3,12.8,1536
2,2016-03-10 07:16:13,2016-03-10 07:21:46,1,0.75,-73.99716949462889,40.68439865112305,1,N,-73.99217987060547,40.694618225097656,2,5.5,0.0,0.5,0.0,0.0,0.3,6.3,1537
2,2016-03-10 07:16:13,2016-03-10 07:22:47,5,0.71,-73.97801208496092,40.74578094482422,1,N,-73.97364807128906,40.73873519897461,2,6.0,0.0,0.5,0.0,0.0,0.3,6.8,1538
2,2016-03-10 07:16:14,2016-03-10 07:18:06,1,0.46,-73.95024871826173,40.7841911315918,1,N,-73.95459747314453,40.780628204345696,1,3.5,0.0,0.5,0.86,0.0,0.3,5.16,1539
2,2016-03-10 07:16:14,2016-03-10 07:22:56,1,1.35,-73.98930358886719,40.73917770385742,1,N,-73.97599029541014,40.75235366821289,1,7.0,0.0,0.5,1.56,0.0,0.3,9.36,1540
2,2016-03-10 07:16:14,2016-03-10 07:22:47,2,0.94,-73.97566986083984,40.75542831420898,1,N,-73.96273803710938,40.75569915771485,1,6.5,0.0,0.5,1.48,0.0,0.3,8.78,1541
2,2016-03-10 07:16:15,2016-03-10 07:25:07,1,1.11,-73.95713043212889,40.77740097045898,1,N,-73.95478057861328,40.765789031982415,2,7.5,0.0,0.5,0.0,0.0,0.3,8.3,1542
2,2016-03-10 07:16:16,2016-03-10 07:23:11,2,1.19,-73.98792266845702,40.77638626098633,1,N,-73.98289489746092,40.763092041015625,1,6.5,0.0,0.5,1.0,0.0,0.3,8.3,1543
2,2016-03-10 07:16:16,2016-03-10 07:30:01,4,1.81,-73.98992919921875,40.772098541259766,1,N,-73.99179840087889,40.763870239257805,2,8.0,0.0,0.5,0.0,0.0,0.3,8.8,1544
2,2016-03-10 07:16:17,2016-03-10 07:38:53,2,14.87,-74.00186157226561,40.73543167114258,3,N,-74.18331909179686,40.688091278076165,1,58.0,0.0,0.0,5.0,18.0,0.3,81.3,1545
2,2016-03-10 07:16:17,2016-03-10 07:26:53,1,1.42,-73.97808074951173,40.74592971801758,1,N,-73.96485900878906,40.76383972167969,1,8.5,0.0,0.5,1.86,0.0,0.3,11.16,1546
2,2016-03-10 07:16:17,2016-03-10 07:42:12,1,4.27,-74.00647735595702,40.707801818847656,1,N,-73.98033905029298,40.760780334472656,1,19.0,0.0,0.5,3.96,0.0,0.3,23.76,1547
2,2016-03-10 07:16:17,2016-03-10 07:31:34,1,3.23,-73.94876098632812,40.78371810913086,1,N,-73.92826080322266,40.81615829467773,1,13.5,0.0,0.5,2.08,0.0,0.3,16.38,1548
2,2016-03-10 07:16:17,2016-03-10 07:29:42,1,1.56,-73.98638153076173,40.76722717285156,1,N,-73.97309875488281,40.75364685058594,1,10.0,0.0,0.5,2.16,0.0,0.3,12.96,1549
2,2016-03-10 07:16:17,2016-03-10 07:22:18,1,1.35,-73.97020721435547,40.76520156860352,1,N,-73.9554214477539,40.777000427246094,1,6.5,0.0,0.5,1.46,0.0,0.3,8.76,1550
2,2016-03-10 07:16:18,2016-03-10 07:46:36,1,12.3,-73.98452758789062,40.75845718383789,1,N,-73.86580657958984,40.77105712890625,1,36.0,0.0,0.5,8.47,5.54,0.3,50.81,1551
2,2016-03-10 07:16:18,2016-03-10 07:52:09,2,11.46,-73.99089813232422,40.75558090209961,1,N,-73.86486053466798,40.77043914794922,1,37.0,0.0,0.5,7.56,0.0,0.3,45.36,1552
2,2016-03-10 07:16:18,2016-03-10 07:18:59,1,0.6,-74.00357818603516,40.71338653564453,1,N,-73.99791717529298,40.72045135498047,1,4.0,0.0,0.5,2.2,0.0,0.3,7.0,1553
2,2016-03-10 07:16:18,2016-03-10 07:21:28,6,0.88,-73.95429992675781,40.81618118286133,1,N,-73.94625854492188,40.80686950683594,2,5.5,0.0,0.5,0.0,0.0,0.3,6.3,1554
2,2016-03-10 07:16:18,2016-03-10 07:21:38,1,0.77,-73.97811126708984,40.752811431884766,1,N,-73.99024200439453,40.75648880004882,2,5.5,0.0,0.5,0.0,0.0,0.3,6.3,1555
2,2016-03-10 07:16:18,2016-03-10 07:25:22,1,2.24,-73.97891998291014,40.7623291015625,1,N,-73.95565032958984,40.78302001953125,1,9.0,0.0,0.5,2.0,0.0,0.3,11.8,1556
2,2016-03-10 07:16:19,2016-03-10 07:33:16,3,4.21,-73.95096588134764,40.77590560913086,1,N,-73.98613739013672,40.73501586914063,1,16.0,0.0,0.5,1.0,0.0,0.3,17.8,1557
2,2016-03-10 07:16:19,2016-03-10 07:44:52,1,8.77,-73.99791717529298,40.68302154541016,1,N,-73.95526123046875,40.7648811340332,1,26.5,0.0,0.5,4.5,0.0,0.3,31.8,1558
2,2016-03-10 07:16:19,2016-03-10 07:18:34,1,0.68,-73.97978973388672,40.74895858764648,1,N,-73.9861602783203,40.74047088623047,1,4.5,0.0,0.5,1.06,0.0,0.3,6.36,1559
2,2016-03-10 07:16:19,2016-03-10 07:22:50,5,0.61,-73.9725112915039,40.747535705566406,1,N,-73.98027038574217,40.74665832519531,1,6.0,0.0,0.5,1.36,0.0,0.3,8.16,1560
2,2016-03-10 07:16:19,2016-03-10 07:34:10,1,3.61,-73.97519683837889,40.73291015625,1,N,-73.96101379394531,40.77452087402344,2,16.0,0.0,0.5,0.0,0.0,0.3,16.8,1561
2,2016-03-10 07:16:20,2016-03-10 07:41:38,1,5.08,-74.0002212524414,40.74798583984375,1,N,-73.95822143554686,40.78169631958008,2,19.5,0.0,0.5,0.0,0.0,0.3,20.3,1562
2,2016-03-10 07:16:20,2016-03-10 07:20:18,1,0.59,-73.97789001464844,40.786502838134766,1,N,-73.9740219116211,40.791770935058594,2,5.0,0.0,0.5,0.0,0.0,0.3,5.8,1563
2,2016-03-10 07:16:21,2016-03-10 07:25:53,1,2.24,-73.97827911376953,40.7294921875,1,N,-73.9716796875,40.7537956237793,1,9.5,0.0,0.5,1.0,0.0,0.3,11.3,1564
2,2016-03-10 07:16:21,2016-03-10 07:22:31,1,1.59,-73.95883178710938,40.77571105957031,1,N,-73.97332000732422,40.7552604675293,2,7.0,0.0,0.5,0.0,0.0,0.3,7.8,1565
2,2016-03-10 07:16:21,2016-03-10 07:29:18,1,2.56,-73.99365234375,40.75720977783203,1,N,-73.98287200927734,40.73139190673828,1,11.5,0.0,0.5,2.0,0.0,0.3,14.3,1566
2,2016-03-10 07:16:22,2016-03-10 07:38:28,1,6.23,-74.00849914550781,40.70391845703125,1,N,-73.98457336425781,40.754920959472656,1,21.0,0.0,0.5,4.0,0.0,0.3,25.8,1567
2,2016-03-10 07:16:22,2016-03-10 07:44:55,1,11.75,-73.8634262084961,40.77000045776367,1,N,-73.97666931152342,40.75168991088867,1,33.5,0.0,0.5,7.97,5.54,0.3,47.81,1568
2,2016-03-10 07:16:22,2016-03-10 07:24:13,2,1.92,-73.99443054199219,40.66379165649414,1,N,-73.99221038818358,40.68416976928711,1,8.0,0.0,0.5,1.76,0.0,0.3,10.56,1569
2,2016-03-10 07:16:23,2016-03-10 07:30:28,2,1.89,-73.97332000732422,40.75247573852539,1,N,-73.9537811279297,40.77087020874024,1,10.5,0.0,0.5,3.39,0.0,0.3,14.69,1570
2,2016-03-10 07:16:23,2016-03-10 07:21:26,1,1.09,-73.96292877197266,40.763179779052734,1,N,-73.97611999511719,40.75730895996094,2,6.0,0.0,0.5,0.0,0.0,0.3,6.8,1571
2,2016-03-10 07:16:23,2016-03-10 07:22:50,1,1.72,-73.99510192871094,40.74502944946289,1,N,-73.97750091552734,40.76034927368164,1,7.0,0.0,0.5,1.56,0.0,0.3,9.36,1572
2,2016-03-10 07:16:23,2016-03-10 07:39:22,1,4.74,-73.99821472167967,40.682292938232415,1,N,-73.99838256835938,40.7304801940918,1,17.5,0.0,0.5,3.66,0.0,0.3,21.96,1573
2,2016-03-10 07:16:23,2016-03-10 07:26:39,1,2.59,-74.00270080566406,40.7288818359375,1,N,-73.97498321533203,40.75101089477539,1,10.0,0.0,0.5,2.16,0.0,0.3,12.96,1574
2,2016-03-10 07:16:23,2016-03-10 07:33:20,1,3.16,-73.95020294189453,40.783958435058594,1,N,-73.9835205078125,40.75558090209961,1,13.5,0.0,0.5,2.86,0.0,0.3,17.16,1575
2,2016-03-10 07:16:24,2016-03-10 07:29:23,2,2.09,-73.95135498046875,40.77407836914063,1,N,-73.96519470214845,40.79108810424805,1,10.5,0.0,0.5,1.7,0.0,0.3,13.0,1576
2,2016-03-10 07:16:24,2016-03-10 07:27:32,1,2.09,-73.99234008789062,40.72998428344727,1,N,-73.98271179199219,40.75410079956056,2,10.0,0.0,0.5,0.0,0.0,0.3,10.8,1577
2,2016-03-10 07:16:25,2016-03-10 07:30:48,1,3.24,-73.9908905029297,40.74005126953125,1,N,-74.01361083984375,40.71500015258789,1,13.0,0.0,0.5,3.45,0.0,0.3,17.25,1578
2,2016-03-10 07:16:26,2016-03-10 07:29:54,6,3.36,-73.98899841308595,40.72158050537109,1,N,-73.96736145019531,40.760780334472656,1,13.0,0.0,0.5,2.0,0.0,0.3,15.8,1579
2,2016-03-10 07:16:26,2016-03-10 07:27:18,1,2.2,-73.95108032226561,40.78282165527344,1,N,-73.93872833251953,40.808441162109375,1,10.0,0.0,0.5,1.0,0.0,0.3,11.8,1580
2,2016-03-10 07:16:26,2016-03-10 07:22:29,6,0.83,-73.9925537109375,40.7481689453125,1,N,-73.98626708984375,40.7418212890625,1,6.0,0.0,0.5,1.36,0.0,0.3,8.16,1581
2,2016-03-10 07:16:27,2016-03-10 07:20:18,3,0.53,-74.01468658447266,40.71799087524414,1,N,-74.00997161865233,40.72129821777344,1,4.5,0.0,0.5,1.06,0.0,0.3,6.36,1582
2,2016-03-10 07:16:27,2016-03-10 07:18:05,5,0.7,-73.91408538818358,40.76510620117188,1,N,-73.9205780029297,40.75709915161133,1,4.0,0.0,0.5,0.96,0.0,0.3,5.76,1583
2,2016-03-10 07:16:27,2016-03-10 07:31:54,1,2.74,-73.97392272949219,40.79199981689453,1,N,-73.95645141601561,40.781280517578125,2,12.5,0.0,0.5,0.0,0.0,0.3,13.3,1584
2,2016-03-10 07:16:28,2016-03-10 07:22:54,1,0.93,-73.9637680053711,40.754749298095696,1,N,-73.9686279296875,40.76140975952149,2,6.0,0.0,0.5,0.0,0.0,0.3,6.8,1585
2,2016-03-10 07:16:28,2016-03-10 07:33:44,1,2.44,-73.96050262451173,40.76968002319336,1,N,-73.9873046875,40.75320816040039,1,13.5,0.0,0.5,2.0,0.0,0.3,16.3,1586
2,2016-03-10 07:16:28,2016-03-10 07:33:00,1,5.29,-73.97817993164062,40.7830810546875,1,N,-74.01000213623048,40.72129821777344,1,17.5,0.0,0.5,4.58,0.0,0.3,22.88,1587
2,2016-03-10 07:16:29,2016-03-10 07:30:00,1,3.17,-73.97120666503906,40.79276657104492,1,N,-73.96836853027344,40.7597885131836,1,12.5,0.0,0.5,2.0,0.0,0.3,15.3,1588
2,2016-03-10 07:16:29,2016-03-10 07:20:49,6,0.52,-73.95801544189453,40.7847900390625,1,N,-73.95801544189453,40.7847900390625,1,4.5,0.0,0.5,1.59,0.0,0.3,6.89,1589
2,2016-03-10 07:16:29,2016-03-10 07:31:14,5,4.09,-73.99302673339844,40.7682991027832,1,N,-74.01449584960938,40.71415710449219,1,15.0,0.0,0.5,3.16,0.0,0.3,18.96,1590
2,2016-03-10 07:16:29,2016-03-10 07:23:52,1,1.59,-73.98336029052734,40.76601028442384,1,N,-73.96318054199219,40.77074813842773,1,8.0,0.0,0.5,1.0,0.0,0.3,9.8,1591
2,2016-03-10 07:16:29,2016-03-10 07:23:41,1,2.08,-73.95720672607422,40.7824592590332,1,N,-73.98098754882812,40.76985931396485,2,8.0,0.0,0.5,0.0,0.0,0.3,8.8,1592
2,2016-03-10 07:16:30,2016-03-10 07:50:08,5,11.96,-73.86331176757811,40.7699089050293,1,N,-73.97831726074217,40.75426864624024,1,36.0,0.0,0.5,8.47,5.54,0.3,50.81,1593
2,2016-03-10 07:16:30,2016-03-10 07:22:18,2,1.04,-73.97112274169923,40.74697494506836,1,N,-73.9752426147461,40.75697326660156,1,6.0,0.0,0.5,1.36,0.0,0.3,8.16,1594
2,2016-03-10 07:16:30,2016-03-10 07:24:55,1,1.22,-73.96920776367188,40.7984504699707,1,N,-73.97566223144531,40.78636169433594,1,7.5,0.0,0.5,2.49,0.0,0.3,10.79,1595
2,2016-03-10 07:16:30,2016-03-10 07:27:18,1,2.1,-73.96766662597656,40.80305099487305,1,N,-73.9393081665039,40.80511093139648,1,10.0,0.0,0.5,2.16,0.0,0.3,12.96,1596
2,2016-03-10 07:16:30,2016-03-10 07:39:14,1,4.37,-73.99082946777342,40.7600212097168,1,N,-74.00849914550781,40.71287536621094,2,19.0,0.0,0.5,0.0,0.0,0.3,19.8,1597
2,2016-03-10 07:16:31,2016-03-10 07:28:26,1,3.96,-73.95482635498048,40.769081115722656,1,N,-73.99049377441406,40.73064041137695,2,13.5,0.0,0.5,0.0,0.0,0.3,14.3,1598
2,2016-03-10 07:16:31,2016-03-10 07:26:50,1,1.16,-73.9905548095703,40.75580596923828,1,N,-73.97306060791014,40.75358581542969,2,8.0,0.0,0.5,0.0,0.0,0.3,8.8,1599
2,2016-03-10 07:16:32,2016-03-10 07:33:08,1,2.4,-73.94953155517578,40.781288146972656,1,N,-73.97315979003906,40.764461517333984,1,12.5,0.0,0.5,2.66,0.0,0.3,15.96,1600
2,2016-03-10 07:16:32,2016-03-10 07:27:00,1,2.62,-73.97393035888672,40.78430938720703,1,N,-73.99137115478516,40.75130081176758,2,10.0,0.0,0.5,0.0,0.0,0.3,10.8,1601
2,2016-03-10 07:16:33,2016-03-10 07:30:03,2,2.64,-73.96259307861328,40.7670783996582,1,N,-73.9920196533203,40.74941253662109,1,11.5,0.0,0.5,2.46,0.0,0.3,14.76,1602
2,2016-03-10 07:16:33,2016-03-10 07:24:07,1,1.67,0.0,0.0,1,N,0.0,0.0,1,7.5,0.0,0.5,1.11,0.0,0.3,9.41,1603
2,2016-03-10 07:16:34,2016-03-10 07:19:13,1,0.82,-73.9901123046875,40.74089813232422,1,N,-73.98189544677734,40.73434829711913,1,4.5,0.0,0.5,1.06,0.0,0.3,6.36,1604
2,2016-03-10 07:16:34,2016-03-10 07:25:09,2,1.73,-73.95207214355469,40.76924896240234,1,N,-73.9398422241211,40.78981018066406,1,8.0,0.0,0.5,1.76,0.0,0.3,10.56,1605
2,2016-03-10 07:16:34,2016-03-10 07:24:22,1,1.91,-73.9840087890625,40.7216796875,1,N,-73.99920654296875,40.738479614257805,1,8.5,0.0,0.5,1.0,0.0,0.3,10.3,1606
2,2016-03-10 07:16:34,2016-03-10 07:29:28,1,2.72,-73.98906707763672,40.77480316162109,1,N,-73.99128723144531,40.7449607849121,1,11.5,0.0,0.5,1.0,0.0,0.3,13.3,1607
2,2016-03-10 07:16:34,2016-03-10 07:29:13,1,2.69,-73.99010467529298,40.75647735595703,1,N,-73.95697784423827,40.76812744140625,1,11.5,0.0,0.5,1.0,0.0,0.3,13.3,1608
2,2016-03-10 07:16:34,2016-03-10 07:23:24,6,1.19,-73.98909759521484,40.74964141845703,1,N,-73.97328186035155,40.75218963623047,1,6.5,0.0,0.5,1.0,0.0,0.3,8.3,1609
2,2016-03-10 07:16:35,2016-03-10 07:24:33,1,1.34,-73.99755096435547,40.75687026977539,1,N,-73.98029327392578,40.76018905639648,2,7.5,0.0,0.5,0.0,0.0,0.3,8.3,1610
2,2016-03-10 07:16:35,2016-03-10 07:23:45,1,1.34,-73.99430084228516,40.7509880065918,1,N,-73.9828872680664,40.76605987548828,2,7.0,0.0,0.5,0.0,0.0,0.3,7.8,1611
2,2016-03-10 07:16:36,2016-03-10 07:32:23,1,2.03,-73.99163818359375,40.74983978271485,1,N,-73.96856689453125,40.7505989074707,1,11.5,0.0,0.5,1.0,0.0,0.3,13.3,1612
2,2016-03-10 07:16:36,2016-03-10 07:19:02,1,0.55,-73.99884796142578,40.739559173583984,1,N,-74.00322723388672,40.732769012451165,1,4.0,0.0,0.5,0.0,0.0,0.3,4.8,1613
2,2016-03-10 07:16:36,2016-03-10 07:22:53,1,1.24,-73.98223876953125,40.778228759765625,1,N,-73.98658752441406,40.76243591308594,2,6.5,0.0,0.5,0.0,0.0,0.3,7.3,1614
2,2016-03-10 07:16:36,2016-03-10 07:26:52,6,1.28,-73.99961090087889,40.71961975097656,1,N,-74.01497650146483,40.71455001831056,1,8.5,0.0,0.5,2.32,0.0,0.3,11.62,1615
2,2016-03-10 07:16:36,2016-03-10 07:24:32,2,1.46,-73.98042297363281,40.78363037109375,1,N,-73.97978210449217,40.76448059082031,1,8.0,0.0,0.5,1.76,0.0,0.3,10.56,1616
2,2016-03-10 07:16:37,2016-03-10 07:37:59,5,4.39,-73.97808074951173,40.7252311706543,1,N,-73.94011688232422,40.69350051879882,2,18.5,0.0,0.5,0.0,0.0,0.3,19.3,1617
2,2016-03-10 07:16:38,2016-03-10 07:28:53,1,2.38,-73.95873260498048,40.77786636352539,1,N,-73.98328399658203,40.75621795654297,2,11.0,0.0,0.5,0.0,0.0,0.3,11.8,1618
2,2016-03-10 07:16:38,2016-03-10 07:22:59,2,1.21,-73.96331787109375,40.76583862304688,1,N,-73.97494506835938,40.75631332397461,1,6.5,0.0,0.5,1.0,0.0,0.3,8.3,1619
2,2016-03-10 07:16:38,2016-03-10 07:21:16,1,0.68,-73.96334075927734,40.765960693359375,1,N,-73.96183013916014,40.773719787597656,1,5.0,0.0,0.5,1.16,0.0,0.3,6.96,1620
2,2016-03-10 07:16:38,2016-03-10 07:30:57,6,1.83,-73.9571533203125,40.77180099487305,1,N,-73.97972106933594,40.766300201416016,1,11.0,0.0,0.5,2.36,0.0,0.3,14.16,1621
2,2016-03-10 07:16:38,2016-03-10 07:24:47,1,0.75,-73.9920196533203,40.74903106689453,1,N,-73.98394012451173,40.7447509765625,1,6.5,0.0,0.5,1.46,0.0,0.3,8.76,1622
2,2016-03-10 07:16:38,2016-03-10 07:32:42,1,1.59,-74.00285339355469,40.76043319702149,1,N,-73.97805023193358,40.754669189453125,2,11.5,0.0,0.5,0.0,0.0,0.3,12.3,1623
2,2016-03-10 07:16:39,2016-03-10 07:24:02,4,1.95,-73.95526123046875,40.78868103027344,1,N,-73.9689712524414,40.764930725097656,1,8.0,0.0,0.5,1.76,0.0,0.3,10.56,1624
2,2016-03-10 07:16:39,2016-03-10 07:38:16,1,4.46,-73.98749542236328,40.73283386230469,1,N,-73.95390319824217,40.787540435791016,2,17.5,0.0,0.5,0.0,0.0,0.3,18.3,1625
2,2016-03-10 07:16:39,2016-03-10 07:30:11,1,1.57,-73.97621154785155,40.7763786315918,1,N,-73.97177886962889,40.760650634765625,2,10.5,0.0,0.5,0.0,0.0,0.3,11.3,1626
2,2016-03-10 07:16:39,2016-03-10 07:27:05,1,1.44,-74.00772857666014,40.70523834228516,1,N,-73.9933090209961,40.72216033935546,2,9.0,0.0,0.5,0.0,0.0,0.3,9.8,1627
2,2016-03-10 07:16:40,2016-03-10 07:19:42,1,0.51,-73.9491195678711,40.77727127075195,1,N,-73.94703674316406,40.78430938720703,2,4.5,0.0,0.5,0.0,0.0,0.3,5.3,1628
2,2016-03-10 07:16:41,2016-03-10 07:43:32,1,10.26,-73.9558334350586,40.801979064941406,1,N,-73.84549713134764,40.85108184814453,1,31.0,0.0,0.5,6.36,0.0,0.3,38.16,1629
2,2016-03-10 07:16:41,2016-03-10 07:45:43,2,11.79,-73.98243713378906,40.75693130493164,1,N,-73.86431121826173,40.77000045776367,1,35.0,0.0,0.5,8.27,5.54,0.3,49.61,1630
2,2016-03-10 07:16:41,2016-03-10 07:22:04,6,1.99,-73.9631576538086,40.75725173950195,1,N,-73.97300720214845,40.74470138549805,2,7.5,0.0,0.5,0.0,0.0,0.3,8.3,1631
2,2016-03-10 07:16:42,2016-03-10 07:20:30,1,0.6,-73.98416900634764,40.75460815429688,1,N,-73.9743881225586,40.75042343139648,1,4.5,0.0,0.5,1.06,0.0,0.3,6.36,1632
2,2016-03-10 07:16:43,2016-03-10 07:20:16,1,0.54,-74.01483154296875,40.71797943115234,1,N,-74.00995635986328,40.72132110595703,1,4.5,0.0,0.5,1.06,0.0,0.3,6.36,1633
2,2016-03-10 07:16:43,2016-03-10 07:27:42,1,2.08,-73.99904632568358,40.7547607421875,1,N,-73.97286224365233,40.764198303222656,1,10.0,0.0,0.5,1.5,0.0,0.3,12.3,1634
2,2016-03-10 07:16:43,2016-03-10 07:30:49,1,5.23,-73.97235870361328,40.74959564208984,1,N,-74.00849914550781,40.70402145385742,1,17.5,0.0,0.5,3.66,0.0,0.3,21.96,1635
2,2016-03-10 07:16:44,2016-03-10 07:29:43,1,2.35,-73.96167755126953,40.756080627441406,1,N,-73.98954010009764,40.74334335327149,1,10.5,0.0,0.5,1.0,0.0,0.3,12.3,1636
2,2016-03-10 07:16:44,2016-03-10 07:48:16,1,9.93,-73.95471954345702,40.8007698059082,1,N,-74.00530242919923,40.71541976928711,2,32.0,0.0,0.5,0.0,0.0,0.3,32.8,1637
2,2016-03-10 07:16:45,2016-03-10 07:28:55,2,1.37,-73.9798126220703,40.74932861328125,1,N,-73.98748779296875,40.76198959350586,2,9.0,0.0,0.5,0.0,0.0,0.3,9.8,1638
2,2016-03-10 07:16:46,2016-03-10 07:30:46,5,1.82,-73.99639892578125,40.75022888183594,1,N,-73.98062896728516,40.75777053833008,1,10.5,0.0,0.5,2.26,0.0,0.3,13.56,1639
2,2016-03-10 07:16:46,2016-03-10 07:28:59,1,2.19,-73.94994354248048,40.7712516784668,1,N,-73.97335052490233,40.790000915527344,1,10.5,0.0,0.5,2.26,0.0,0.3,13.56,1640
2,2016-03-10 07:16:46,2016-03-10 07:41:16,1,4.59,-73.97469329833984,40.79056930541992,1,N,-73.98774719238281,40.74085998535156,1,19.0,0.0,0.5,3.96,0.0,0.3,23.76,1641
2,2016-03-10 07:16:46,2016-03-10 07:38:48,5,8.66,-73.94671630859375,40.771831512451165,1,N,-73.86180114746092,40.76844024658203,1,26.5,0.0,0.5,6.57,5.54,0.3,39.41,1642
